CustomerID,Age,Gender,Region,EmploymentStatus,AccountType,AccountBalance,MonthlyIncome,CreditScore,LoanAmount,LoanStatus,MonthlyTransactions,DateJoined,Churned
CUS1024,35,Female,Nairobi,Self-Employed,Current,67041.84,34604.02,560,57036.1,Fully Paid,58,5/15/2023,No
CUS1025,64,Male,Kisumu,Self-Employed,Salary,40746.67,47802.14,323,39632.73,Defaulted,18,8/27/2021,No
CUS1026,53,Male,Nakuru,Employed,Savings,68069.21,149298.31,639,169693.58,Defaulted,58,3/24/2018,No
CUS1027,64,Male,Kisumu,Self-Employed,Savings,76082.46,123059.52,711,350507.66,Active,51,3/25/2022,No
CUS1028,39,Female,Kisumu,Self-Employed,Savings,23265.69,207973.53,560,143030.34,Active,46,3/5/2018,No
CUS1029,51,Male,Nakuru,Student,Savings,8584.47,25793.03,585,83512.59,Active,56,4/29/2023,No
CUS1030,64,Male,Mombasa,Employed,Savings,81241.13,174945.81,812,453833.14,Fully Paid,43,5/22/2019,No
CUS1031,25,Male,Nakuru,Employed,Fixed Deposit,489425.89,59268.5,385,47520.01,Active,24,2/13/2019,No
CUS1032,57,Female,Nairobi,Employed,Current,130711.1,112668.55,729,207087.14,Fully Paid,32,9/15/2022,No
CUS1033,66,Female,Nairobi,Employed,Fixed Deposit,175040.11,154767.54,330,10697.89,Defaulted,34,2/11/2018,Yes
CUS1034,61,Male,Nairobi,Unemployed,Salary,149534.17,15479.61,739,463265.74,Active,59,6/26/2021,Yes
CUS1035,36,Male,Mombasa,Employed,Fixed Deposit,451969.99,163394.92,648,195556.99,Fully Paid,2,11/9/2018,No
CUS1036,59,Female,Mombasa,Self-Employed,Savings,51824.68,83886.85,711,113359.96,Fully Paid,2,5/4/2019,No
CUS1037,58,Female,Nakuru,Employed,Savings,82706.81,62730.92,827,423066.93,Fully Paid,10,9/16/2018,No
CUS1038,54,Female,Mombasa,Employed,Salary,124214.87,130302.12,609,199157.48,Active,23,8/27/2020,No
CUS1039,23,Female,Mombasa,Self-Employed,Current,187285.8,227504.02,695,195998.94,Fully Paid,15,10/3/2021,No
CUS1040,69,Female,Nairobi,Employed,Salary,127729.34,84253.72,637,97024.53,Active,54,8/23/2018,No
CUS1041,43,Female,Mombasa,Employed,Salary,100115.09,47799.88,736,406715.2,Fully Paid,12,3/1/2021,No
CUS1042,51,Female,Kisumu,Self-Employed,Salary,95302.52,220688.99,664,186662.21,Defaulted,43,4/26/2023,Yes
CUS1043,62,Female,Nairobi,Self-Employed,Salary,75430.02,103915.39,412,5819.24,Active,17,3/23/2019,No
CUS1044,23,Female,Nairobi,Employed,Current,127164.7,58281.66,475,27324.37,Defaulted,18,8/10/2020,No
CUS1045,54,Male,Nairobi,Student,Savings,79726.44,8693.09,448,36877.59,Active,14,12/3/2021,No
CUS1046,50,Male,Nairobi,Self-Employed,Salary,145665.27,108174.67,477,34018.49,Defaulted,17,6/9/2019,No
CUS1047,39,Male,Mombasa,Unemployed,Current,96121.03,11853.56,681,54387.72,Active,15,4/20/2022,No
CUS1048,38,Female,Nairobi,Employed,Savings,57791.67,90928.38,522,52219.37,Fully Paid,12,1/26/2020,No
CUS1049,23,Male,Kisumu,Employed,Current,91737.07,33512.51,558,118895.64,Defaulted,59,12/10/2018,No
CUS1050,23,Female,Nakuru,Employed,Current,135355.28,46474.43,488,15662,Defaulted,16,5/25/2021,No
CUS1051,65,Female,Mombasa,Employed,Salary,98188.87,79385.55,605,58748.91,Fully Paid,32,5/28/2021,No
CUS1052,21,Male,Eldoret,Employed,Fixed Deposit,58025.21,142149.76,677,86796.51,Active,23,5/28/2023,No
CUS1053,47,Female,Mombasa,Student,Savings,54574.99,7462.88,642,17372.86,Defaulted,38,3/12/2022,No
CUS1054,28,Male,Mombasa,Self-Employed,Salary,22388.17,176983.92,455,7082.59,Defaulted,34,1/11/2022,No
CUS1055,47,Male,Eldoret,Employed,Salary,13693.71,50380.6,354,45247.01,Defaulted,34,8/23/2018,No
CUS1056,48,Male,Nairobi,Self-Employed,Current,159283.45,79252.29,741,111648.57,Fully Paid,16,5/12/2022,No
CUS1057,41,Female,Eldoret,Employed,Savings,26606.34,59272.05,499,33288.45,Defaulted,34,8/5/2022,No
CUS1058,26,Male,Nairobi,Self-Employed,Current,71427.74,38824.02,702,297902.92,Fully Paid,40,12/2/2018,No
CUS1059,20,Female,Mombasa,Self-Employed,Fixed Deposit,78838.06,207972.35,476,42723.1,Defaulted,7,5/30/2023,No
CUS1060,68,Male,Nairobi,Unemployed,Savings,18770.53,9268.07,748,340296.44,Active,33,9/30/2019,No
CUS1061,48,Male,Kisumu,Student,Savings,76794.88,25776.34,840,319430.8,Active,4,8/10/2018,No
CUS1062,57,Male,Kisumu,Employed,Fixed Deposit,272088.87,46811.44,600,140751.75,Active,43,3/31/2021,No
CUS1063,54,Female,Kisumu,Self-Employed,Current,176730.35,60525.22,606,70992.55,Active,52,2/22/2018,Yes
CUS1064,53,Female,Nairobi,Student,Current,82462.22,12661.44,566,122885.76,Fully Paid,7,3/18/2023,No
CUS1065,41,Female,Nairobi,Unemployed,Savings,27601.37,15317.32,513,76471.95,Active,18,10/1/2019,No
CUS1066,48,Male,Nairobi,Self-Employed,Current,72781.96,105612.47,782,312225.73,Fully Paid,4,3/25/2021,No
CUS1067,23,Male,Nairobi,Student,Fixed Deposit,370747.31,15210.47,561,169151.03,Defaulted,49,10/19/2021,No
CUS1068,19,Female,Eldoret,Employed,Savings,55945.56,81272.61,366,25976.35,Active,11,2/3/2023,No
CUS1069,37,Female,Nairobi,Student,Savings,90514.93,7005.61,432,47642.29,Defaulted,43,5/17/2023,No
CUS1070,45,Female,Nakuru,Employed,Fixed Deposit,320975.95,189703.72,839,159971.79,Fully Paid,20,2/8/2020,No
CUS1071,28,Female,Nakuru,Self-Employed,Salary,79022.55,173590.92,811,248294.12,Active,11,3/23/2020,Yes
CUS1072,21,Female,Nairobi,Unemployed,Current,158221.78,15756.66,510,43323.83,Active,15,4/13/2023,No
CUS1073,32,Female,Kisumu,Employed,Savings,94805.85,141920.71,552,90828.94,Defaulted,46,1/4/2022,No
CUS1074,23,Male,Nairobi,Self-Employed,Savings,36228.75,163991.2,337,24330.5,Defaulted,17,2/11/2019,Yes
CUS1075,66,Female,Nairobi,Employed,Salary,44982.67,45245.3,342,47987.88,Active,34,6/5/2018,No
CUS1076,47,Male,Nairobi,Student,Savings,62005.52,21068.34,704,180045.92,Active,50,4/27/2021,No
CUS1077,55,Male,Mombasa,Unemployed,Current,102280.2,3107.41,345,17489.25,Defaulted,48,11/15/2021,No
CUS1078,68,Female,Mombasa,Self-Employed,Current,197891.19,136027.29,753,92991.02,Fully Paid,12,8/29/2022,No
CUS1079,19,Female,Mombasa,Self-Employed,Savings,46773.82,196151.68,604,181251.44,Active,42,7/8/2021,No
CUS1080,32,Male,Mombasa,Unemployed,Salary,20406.42,15644.58,532,146574.71,Fully Paid,28,5/13/2019,No
CUS1081,28,Female,Nairobi,Employed,Fixed Deposit,489816.08,146457.68,544,41592.13,Defaulted,48,7/28/2018,No
CUS1082,25,Female,Kisumu,Employed,Fixed Deposit,429614.13,144160.7,594,78138.45,Active,35,11/28/2021,No
CUS1083,43,Male,Nakuru,Self-Employed,Savings,18646.76,61731.82,682,15314.66,Fully Paid,8,5/2/2022,No
CUS1084,68,Male,Nairobi,Employed,Savings,90555.92,88841.85,457,39669.7,Defaulted,27,9/10/2019,No
CUS1085,62,Male,Nairobi,Employed,Current,71430.03,37295.09,704,364439.65,Active,22,10/8/2022,No
CUS1086,61,Female,Kisumu,Employed,Current,78536.84,152311.07,300,27780.77,Defaulted,54,11/2/2021,Yes
CUS1087,22,Male,Nairobi,Employed,Savings,90732.76,191939.62,516,151100.03,Fully Paid,57,5/14/2021,No
CUS1088,23,Female,Kisumu,Unemployed,Savings,53481.44,5282.21,806,154182.68,Active,24,7/8/2022,No
CUS1089,43,Male,Nairobi,Self-Employed,Savings,14638.53,44555.08,329,6246.04,Active,2,9/5/2018,No
CUS1090,21,Male,Nairobi,Self-Employed,Salary,61667.86,153159.62,819,306649.59,Active,31,6/19/2022,No
CUS1091,36,Male,Nairobi,Employed,Fixed Deposit,374943.85,175638.7,574,112199.31,Fully Paid,22,3/5/2021,No
CUS1092,37,Female,Nairobi,Employed,Salary,34385.79,123835.61,791,490089.25,Active,1,5/22/2022,No
CUS1093,50,Female,Kisumu,Employed,Savings,59432.89,37952.12,335,42412.59,Active,14,3/26/2018,No
CUS1094,37,Male,Mombasa,Unemployed,Salary,107338.38,19485.44,610,54824.82,Fully Paid,25,12/13/2019,No
CUS1095,66,Male,Nakuru,Self-Employed,Savings,35041.5,252021.97,343,13217.06,Active,36,12/27/2020,No
CUS1096,29,Male,Nakuru,Student,Current,140306.73,8289.85,454,15129.12,Defaulted,36,5/27/2020,No
CUS1097,64,Female,Mombasa,Self-Employed,Salary,133789.03,278103.37,376,36308.54,Defaulted,41,9/16/2021,No
CUS1098,18,Male,Nakuru,Self-Employed,Savings,47739.56,146192.72,737,69321.27,Fully Paid,3,1/29/2020,No
CUS1099,43,Female,Nairobi,Self-Employed,Current,79667.32,124131.44,731,104995.21,Fully Paid,5,5/22/2018,No
CUS1100,31,Male,Mombasa,Student,Savings,25864.68,16526.33,841,245289.13,Fully Paid,1,11/2/2020,No
CUS1101,55,Male,Kisumu,Unemployed,Savings,60816.34,16691.44,338,45177.38,Defaulted,54,8/19/2021,Yes
CUS1102,54,Male,Nairobi,Employed,Current,176571.15,142111.55,538,130976.96,Defaulted,19,11/30/2019,No
CUS1103,28,Male,Mombasa,Self-Employed,Fixed Deposit,196097.57,36589.57,312,35531.09,Defaulted,33,1/26/2018,No
CUS1104,53,Male,Nairobi,Self-Employed,Fixed Deposit,228305.99,288129.22,421,30370.02,Defaulted,42,10/6/2022,No
CUS1105,30,Male,Mombasa,Self-Employed,Current,84291.98,61379.56,443,37584.38,Active,54,5/10/2020,No
CUS1106,60,Female,Nakuru,Employed,Current,114358.41,156746.55,754,360669.91,Active,30,8/12/2022,Yes
CUS1107,20,Male,Nakuru,Unemployed,Savings,23612.49,12722.73,667,145649,Fully Paid,12,9/30/2020,No
CUS1108,50,Female,Kisumu,Student,Savings,82398.9,9688.2,546,81798.27,Defaulted,10,8/5/2018,No
CUS1109,23,Male,Kisumu,Employed,Salary,51384.32,59024.45,344,48137.38,Defaulted,34,6/6/2020,No
CUS1110,67,Male,Mombasa,Unemployed,Savings,70830.91,17406.55,674,169826.87,Defaulted,16,5/22/2023,Yes
CUS1111,27,Female,Mombasa,Employed,Fixed Deposit,280947.08,101348.14,590,33424.42,Defaulted,40,1/12/2020,No
CUS1112,22,Male,Nairobi,Employed,Savings,59003.86,141278.01,506,71607.48,Active,46,7/25/2021,No
CUS1113,40,Female,Mombasa,Employed,Fixed Deposit,130823.93,115692.07,818,292532.95,Active,29,12/31/2022,No
CUS1114,27,Female,Mombasa,Employed,Fixed Deposit,380760.44,153650.1,541,150688.28,Active,15,8/25/2022,No
CUS1115,61,Male,Eldoret,Unemployed,Savings,19673.43,9584.85,413,44973.99,Defaulted,48,7/30/2020,No
CUS1116,19,Female,Mombasa,Employed,Savings,12233.89,78854.59,601,159230.01,Active,11,12/19/2021,No
CUS1117,30,Female,Mombasa,Employed,Fixed Deposit,296005.77,91775.17,575,17138.85,Active,44,11/10/2018,No
CUS1118,57,Male,Mombasa,Employed,Current,143312.94,176043.21,395,45430.05,Active,34,6/10/2020,Yes
CUS1119,19,Female,Kisumu,Employed,Savings,5953.55,109565.9,593,196692.57,Defaulted,36,12/27/2018,No
CUS1120,37,Male,Kisumu,Employed,Fixed Deposit,81227.89,66286.39,659,144867.66,Active,30,2/11/2022,No
CUS1121,18,Male,Nairobi,Self-Employed,Savings,80465.24,281689.51,587,121534.92,Active,35,12/4/2020,No
CUS1122,54,Male,Mombasa,Employed,Salary,123264.58,165422.08,453,23985.75,Defaulted,9,6/1/2023,Yes
CUS1123,26,Male,Nakuru,Unemployed,Current,52834.42,1113.32,722,363355.68,Active,18,8/25/2021,No
CUS1124,34,Female,Mombasa,Unemployed,Savings,61907.59,19978.86,349,40661.93,Active,19,7/8/2019,No
CUS1125,26,Male,Nairobi,Employed,Fixed Deposit,249431.03,148137.54,506,20571.75,Defaulted,39,6/15/2021,No
CUS1126,28,Male,Kisumu,Unemployed,Current,128375.73,3205.33,512,59282.96,Active,4,7/14/2022,No
CUS1127,32,Female,Nakuru,Employed,Savings,86425.05,70318.51,365,24966.99,Active,6,2/27/2023,No
CUS1128,41,Male,Nairobi,Employed,Current,20572,147715.73,531,17653.44,Defaulted,51,1/7/2021,No
CUS1129,55,Male,Nakuru,Employed,Savings,78020.46,162559.38,619,125458.74,Active,33,5/6/2022,No
CUS1130,52,Female,Nakuru,Employed,Savings,49809.88,70636.11,436,47495.84,Active,32,9/17/2020,No
CUS1131,47,Female,Mombasa,Self-Employed,Savings,56848.57,91951.28,364,16608.69,Defaulted,16,8/10/2020,Yes
CUS1132,48,Female,Eldoret,Unemployed,Current,132516.62,6142.41,813,398855.85,Fully Paid,11,6/11/2020,No
CUS1133,66,Female,Nakuru,Employed,Savings,92339.69,131663.12,431,47794.03,Defaulted,22,8/19/2022,No
CUS1134,22,Female,Nakuru,Self-Employed,Fixed Deposit,75523.98,68108.53,633,12357.85,Fully Paid,36,2/6/2022,No
CUS1135,61,Female,Kisumu,Employed,Fixed Deposit,63264.36,47721.34,331,41909.87,Defaulted,50,4/28/2021,No
CUS1136,67,Female,Nairobi,Unemployed,Current,39761.05,13577.28,797,92958.21,Active,23,7/4/2019,No
CUS1137,31,Male,Nairobi,Employed,Fixed Deposit,493901.48,162446.65,542,96370.87,Active,26,10/23/2019,No
CUS1138,28,Female,Mombasa,Employed,Salary,110110.69,115158,491,13386.62,Defaulted,31,10/11/2022,No
CUS1139,26,Female,Nairobi,Employed,Current,124855.02,91851.56,441,29805.86,Active,29,5/18/2019,No
CUS1140,51,Female,Mombasa,Employed,Current,14172.62,103447.26,490,20314.92,Defaulted,5,8/29/2022,No
CUS1141,29,Male,Nakuru,Self-Employed,Savings,88031.91,128754.19,448,46619.25,Defaulted,54,3/30/2023,No
CUS1142,52,Male,Nakuru,Unemployed,Salary,123785.96,19199.7,715,179557.66,Active,38,6/27/2018,No
CUS1143,52,Female,Kisumu,Employed,Savings,66815.2,160575.28,819,398983.59,Active,25,7/26/2019,No
CUS1144,18,Female,Nakuru,Self-Employed,Savings,34573.95,78264.42,315,30684.3,Active,34,12/11/2022,Yes
CUS1145,57,Female,Nakuru,Self-Employed,Fixed Deposit,81727.23,127572.96,405,39275.43,Active,12,7/12/2020,No
CUS1146,39,Male,Mombasa,Unemployed,Savings,58423.81,10880.25,582,32205.56,Active,22,5/15/2019,No
CUS1147,46,Male,Nairobi,Employed,Savings,72249.76,134207.6,403,49258.42,Active,9,3/17/2022,No
CUS1148,25,Female,Mombasa,Self-Employed,Current,23376.87,151091.49,660,132704.07,Fully Paid,20,8/9/2020,No
CUS1149,28,Male,Kisumu,Student,Current,128584.69,25253.17,334,45442.68,Defaulted,29,3/13/2021,No
CUS1150,58,Female,Mombasa,Self-Employed,Fixed Deposit,178864.73,234929.69,412,14336.48,Active,44,6/3/2021,Yes
CUS1151,54,Male,Kisumu,Employed,Salary,116994.19,115876.85,607,92171.34,Fully Paid,29,9/30/2021,No
CUS1152,31,Male,Nairobi,Employed,Savings,54421.97,175253,352,8543,Defaulted,45,2/16/2020,No
CUS1153,47,Female,Kisumu,Employed,Savings,13774.64,157685.22,380,23322.43,Defaulted,27,11/20/2019,Yes
CUS1154,52,Female,Nakuru,Self-Employed,Fixed Deposit,286933.75,238002.92,668,30911.06,Active,54,2/28/2018,No
CUS1155,38,Female,Kisumu,Self-Employed,Savings,40177.95,287792.22,541,94228.29,Fully Paid,55,10/9/2020,No
CUS1156,54,Female,Eldoret,Employed,Current,40169.41,75299.38,330,29516.09,Active,17,10/9/2022,No
CUS1157,22,Male,Nakuru,Self-Employed,Savings,84310.06,94941.49,660,167266.75,Active,5,10/28/2019,No
CUS1158,36,Male,Eldoret,Self-Employed,Current,7150.55,268906.63,532,115823.83,Fully Paid,52,1/8/2019,No
CUS1159,31,Male,Eldoret,Self-Employed,Current,65865.01,236223.38,333,17935.57,Defaulted,45,9/25/2020,Yes
CUS1160,43,Female,Nakuru,Self-Employed,Current,7456.03,279432.75,542,130323.87,Fully Paid,13,3/11/2019,No
CUS1161,21,Male,Kisumu,Unemployed,Current,23721.35,1262.6,358,5398.98,Defaulted,42,12/28/2019,No
CUS1162,42,Female,Nairobi,Employed,Current,62933.76,136718.7,828,267292.15,Fully Paid,15,6/22/2022,No
CUS1163,62,Male,Mombasa,Unemployed,Savings,6372.85,2892.57,377,27147.45,Defaulted,15,6/14/2019,No
CUS1164,59,Female,Mombasa,Employed,Savings,60066.42,115662.52,601,96467.04,Fully Paid,18,11/29/2019,No
CUS1165,42,Female,Nairobi,Employed,Savings,9599.43,56476.98,411,33281.05,Active,50,7/27/2019,No
CUS1166,35,Male,Nairobi,Employed,Current,141834.16,51773.35,712,126907.38,Fully Paid,2,12/8/2022,No
CUS1167,57,Female,Eldoret,Employed,Current,15265.21,32068.62,616,77696.38,Fully Paid,23,5/5/2021,No
CUS1168,25,Female,Nakuru,Employed,Current,16565.23,137140.6,444,41169.23,Defaulted,43,12/7/2021,No
CUS1169,56,Male,Nakuru,Employed,Savings,31227.26,91033.84,317,16190.1,Defaulted,13,12/8/2022,Yes
CUS1170,57,Female,Mombasa,Unemployed,Fixed Deposit,453457.19,2103.77,650,97170.07,Fully Paid,43,7/20/2019,No
CUS1171,31,Female,Nairobi,Employed,Salary,99795.05,84882.42,454,49345.52,Defaulted,4,2/12/2021,No
CUS1172,49,Female,Nairobi,Self-Employed,Savings,77243,67304.35,805,497413.99,Fully Paid,47,1/21/2018,No
CUS1173,68,Male,Nairobi,Employed,Savings,15013.66,190088.12,659,37330.11,Active,54,11/24/2020,No
CUS1174,55,Male,Nairobi,Student,Savings,83578.42,13000.12,631,131342.31,Fully Paid,55,4/26/2023,No
CUS1175,50,Female,Nairobi,Self-Employed,Current,6588.52,113506.99,827,437193.8,Fully Paid,25,1/27/2019,Yes
CUS1176,40,Male,Eldoret,Employed,Current,46546.18,172775.86,311,23492.38,Defaulted,11,6/25/2018,Yes
CUS1177,32,Female,Kisumu,Unemployed,Savings,61993.14,12955.12,374,33572.92,Active,50,5/10/2019,Yes
CUS1178,50,Female,Nairobi,Self-Employed,Fixed Deposit,218860.88,218848.05,511,199979.61,Fully Paid,48,1/14/2022,No
CUS1179,42,Female,Nairobi,Unemployed,Savings,98435.15,12720.04,582,21693.1,Defaulted,42,4/12/2020,No
CUS1180,34,Female,Mombasa,Self-Employed,Current,10916.15,284934.96,494,49685.84,Defaulted,12,9/27/2020,No
CUS1181,50,Female,Nairobi,Self-Employed,Current,199726.64,77960.23,329,43334.71,Defaulted,13,2/11/2021,No
CUS1182,64,Male,Eldoret,Unemployed,Fixed Deposit,330632.52,19780.78,308,46504.65,Active,9,4/2/2022,No
CUS1183,19,Female,Mombasa,Employed,Savings,56311.99,171262.55,608,155677.53,Active,59,5/8/2019,No
CUS1184,31,Male,Mombasa,Employed,Salary,18331.74,130125.34,744,72313.24,Fully Paid,53,11/15/2021,No
CUS1185,57,Male,Nairobi,Unemployed,Fixed Deposit,172997.99,13247.43,609,107861.47,Active,45,9/2/2020,No
CUS1186,57,Female,Nairobi,Employed,Savings,92541.61,140300.4,725,84889.14,Active,38,8/15/2021,No
CUS1187,68,Female,Kisumu,Self-Employed,Savings,36070.35,36350.94,390,11273.15,Defaulted,6,12/28/2021,No
CUS1188,56,Male,Kisumu,Employed,Current,134022.37,67062.8,755,446579.6,Fully Paid,43,10/2/2020,No
CUS1189,68,Male,Kisumu,Self-Employed,Salary,149929.49,289211.85,743,220815.91,Fully Paid,51,7/6/2020,No
CUS1190,23,Male,Nairobi,Student,Salary,46829.76,18359.11,378,35252.31,Defaulted,59,6/12/2022,Yes
CUS1191,23,Female,Mombasa,Employed,Current,117335.77,94320.11,774,460308.38,Active,43,2/5/2018,No
CUS1192,20,Male,Mombasa,Employed,Salary,107501.29,159546.54,402,9738.18,Active,10,7/10/2018,No
CUS1193,24,Female,Nakuru,Self-Employed,Savings,17298.1,166865.3,755,134082.06,Fully Paid,23,8/26/2019,No
CUS1194,68,Female,Nairobi,Unemployed,Savings,15718.58,263.26,613,54748.27,Fully Paid,15,3/30/2019,No
CUS1195,25,Female,Nairobi,Employed,Salary,73883.11,155160.39,546,127178.69,Fully Paid,45,4/8/2020,No
CUS1196,59,Male,Kisumu,Employed,Fixed Deposit,223615.63,154476.99,533,138660.95,Defaulted,23,11/17/2021,Yes
CUS1197,69,Female,Kisumu,Student,Current,144272.01,9128.72,534,131310.8,Active,40,5/14/2019,No
CUS1198,32,Female,Mombasa,Self-Employed,Fixed Deposit,81278.95,287864.82,686,152800.28,Fully Paid,37,9/20/2019,Yes
CUS1199,64,Female,Mombasa,Employed,Salary,146103.33,68064.38,337,5673.11,Active,34,9/21/2021,Yes
CUS1200,46,Female,Mombasa,Employed,Fixed Deposit,56424.64,107817.39,460,17692.71,Defaulted,16,4/6/2021,No
CUS1201,50,Female,Nakuru,Self-Employed,Salary,94184.36,52126.07,761,458007.41,Active,45,1/26/2020,Yes
CUS1202,69,Male,Mombasa,Employed,Fixed Deposit,303184.67,132557.99,748,61631.9,Active,51,8/27/2020,No
CUS1203,47,Female,Eldoret,Employed,Savings,14336.86,93826.69,416,19512.37,Defaulted,41,2/7/2021,No
CUS1204,56,Female,Mombasa,Unemployed,Salary,31128.24,7063.47,540,44256.14,Fully Paid,47,12/23/2020,No
CUS1205,44,Male,Eldoret,Employed,Savings,79475.07,170586.07,325,22025.99,Defaulted,32,12/6/2019,No
CUS1206,53,Female,Nakuru,Self-Employed,Salary,134258.74,22677.28,597,51956.73,Fully Paid,38,5/21/2020,No
CUS1207,46,Male,Nairobi,Employed,Current,60188.31,165650.95,453,45941.19,Defaulted,40,3/8/2022,No
CUS1208,55,Female,Nakuru,Unemployed,Fixed Deposit,247083.78,11428.97,767,55646.69,Active,56,2/1/2021,No
CUS1209,50,Male,Nairobi,Self-Employed,Current,74224.03,296107.58,348,18914.35,Defaulted,46,11/9/2019,No
CUS1210,54,Male,Eldoret,Employed,Savings,8182.15,130205.35,345,26109.63,Defaulted,5,12/22/2019,No
CUS1211,44,Female,Kisumu,Self-Employed,Savings,67647.22,35506.16,584,107845.02,Active,17,12/10/2021,No
CUS1212,50,Female,Nairobi,Employed,Salary,125527.01,38609.71,381,25951.8,Defaulted,22,7/18/2020,No
CUS1213,21,Female,Kisumu,Unemployed,Salary,52683.11,17663.06,343,37337.07,Defaulted,39,7/9/2019,No
CUS1214,39,Male,Eldoret,Unemployed,Savings,99027.4,16824.28,572,37068,Active,41,9/20/2019,No
CUS1215,19,Male,Nairobi,Employed,Salary,20619.22,88801.31,693,156861.78,Active,48,5/30/2019,No
CUS1216,27,Male,Mombasa,Employed,Salary,102650.7,135065.52,357,31462.46,Active,18,4/18/2019,No
CUS1217,22,Female,Kisumu,Employed,Current,92404.46,113230.53,300,34031.17,Defaulted,28,9/5/2018,Yes
CUS1218,27,Male,Nakuru,Self-Employed,Savings,45213.59,290805.94,515,184716.18,Active,13,1/17/2022,No
CUS1219,50,Male,Mombasa,Employed,Salary,74070.39,191493.35,616,62854.14,Active,50,1/30/2019,No
CUS1220,55,Female,Nairobi,Employed,Current,55442.95,197252.63,527,170850.44,Fully Paid,42,10/9/2019,No
CUS1221,30,Male,Nairobi,Employed,Salary,110178.8,177296.29,772,286448.26,Active,1,9/2/2018,No
CUS1222,48,Male,Mombasa,Employed,Salary,111020.71,184623.77,783,389538.2,Fully Paid,53,3/2/2022,No
CUS1223,64,Female,Mombasa,Self-Employed,Salary,49535.6,80838.06,586,117378.94,Defaulted,50,1/2/2021,No
CUS1224,53,Male,Eldoret,Employed,Fixed Deposit,425887.91,171271.15,810,485761.9,Active,19,5/2/2023,No
CUS1225,62,Female,Nairobi,Self-Employed,Savings,32367.65,218479.99,757,492647.36,Fully Paid,34,4/10/2022,No
CUS1226,41,Female,Kisumu,Employed,Savings,72784.22,193673.71,394,24917.23,Defaulted,59,11/14/2021,Yes
CUS1227,69,Female,Nairobi,Employed,Savings,12978.98,127114.51,792,102070.58,Fully Paid,4,1/15/2019,No
CUS1228,32,Female,Nairobi,Self-Employed,Savings,17701.46,43846.81,449,25628.23,Defaulted,43,1/28/2019,No
CUS1229,46,Female,Mombasa,Student,Current,66580.15,19934.97,322,39139.19,Defaulted,3,3/20/2019,No
CUS1230,25,Male,Mombasa,Unemployed,Fixed Deposit,317243.2,13731.62,514,75982.67,Fully Paid,41,2/21/2022,No
CUS1231,22,Male,Kisumu,Employed,Salary,100371.61,67454.57,698,76075.35,Active,10,9/18/2020,No
CUS1232,46,Female,Eldoret,Employed,Savings,40239.26,96999.28,709,168367.01,Fully Paid,28,7/21/2019,No
CUS1233,64,Female,Kisumu,Unemployed,Current,20178.63,11970.07,430,22404.66,Defaulted,34,1/23/2022,No
CUS1234,21,Male,Eldoret,Employed,Savings,37989.83,93597.98,447,44770.42,Defaulted,39,4/22/2021,Yes
CUS1235,29,Female,Nakuru,Employed,Savings,69187.98,93741.11,680,74904.43,Active,47,6/24/2023,Yes
CUS1236,62,Female,Mombasa,Unemployed,Savings,67428.55,2661.73,408,11450.76,Active,59,4/6/2022,Yes
CUS1237,19,Female,Nakuru,Unemployed,Fixed Deposit,122088.39,18814.93,420,12393.17,Active,19,12/10/2020,No
CUS1238,44,Male,Kisumu,Student,Savings,1770.61,23762.36,594,44120.43,Fully Paid,42,5/7/2021,No
CUS1239,48,Male,Nairobi,Student,Fixed Deposit,388841.73,5031.09,419,10033.07,Defaulted,56,8/3/2019,No
CUS1240,68,Female,Kisumu,Unemployed,Savings,11530.45,15312.27,755,495680.69,Active,52,7/25/2018,No
CUS1241,68,Female,Nairobi,Employed,Salary,21528.88,155765.15,829,70521.23,Fully Paid,46,9/2/2022,No
CUS1242,53,Male,Mombasa,Employed,Salary,10378.17,31654.26,468,43668.98,Active,36,2/2/2019,No
CUS1243,53,Male,Kisumu,Self-Employed,Salary,70564.19,123489.2,442,43144.03,Defaulted,57,8/30/2019,No
CUS1244,43,Female,Nairobi,Self-Employed,Salary,80456.95,189889.35,336,46908.43,Defaulted,43,4/11/2019,No
CUS1245,60,Female,Nairobi,Self-Employed,Salary,99272.97,146770.18,560,138636.52,Active,3,1/10/2020,No
CUS1246,44,Male,Eldoret,Employed,Salary,51448.94,162257.64,530,50501.2,Fully Paid,23,1/3/2019,Yes
CUS1247,22,Male,Kisumu,Employed,Fixed Deposit,369691.12,102327.92,553,88924.75,Fully Paid,17,9/12/2019,No
CUS1248,37,Male,Nairobi,Self-Employed,Savings,17763.85,63081.63,628,29459.18,Fully Paid,7,1/29/2018,No
CUS1249,28,Female,Kisumu,Employed,Savings,83367.02,195990.66,596,173493.09,Fully Paid,26,12/21/2021,No
CUS1250,27,Male,Mombasa,Employed,Savings,57612.98,71146.8,309,18168.7,Defaulted,43,12/29/2020,No
CUS1251,57,Female,Mombasa,Self-Employed,Current,118858.52,220953.85,745,279756.39,Fully Paid,18,9/17/2018,No
CUS1252,55,Male,Eldoret,Self-Employed,Current,45906.21,60083.77,529,193201.84,Active,46,7/16/2019,No
CUS1253,23,Male,Kisumu,Employed,Salary,20375.22,85932.14,835,284949.75,Fully Paid,46,4/4/2018,Yes
CUS1254,25,Male,Nairobi,Self-Employed,Salary,75061.47,143767.73,377,26857.19,Defaulted,6,6/19/2023,Yes
